Time Recorded,Total Apps,Store Entry Used
2018-02-21 22:22:54,1611,http://store.steampowered.com/search/?tags=21978&vrsupport=401

Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
b'448280',"b'Job Simulator'",19.99,"b'Apr 5, 2016'",83%,430,"b'Owlchemy Labs'","b'Owlchemy Labs'","b'Simulation'","b'Single-player, Steam Achievements, Steam Trading Cards, VR Support, SteamVR Collectibles'","b'Simulation (100), VR (96), Funny (67), Singleplayer (52), First-Person (51), Physics (37), Comedy (34), Robots (27), Memes (27), Sandbox (20), Atmospheric (20), Illuminati (11), Casual (10), Family Friendly (10), Multiplayer (10), Sci-fi (8), Realistic (8), Open World (7), VR Only (1)'",78,-1 +/- ,-1 +/- ,b''%
b'488920',"b'Knockout League - Arcade VR Boxing'",29.99,"b'Feb 13, 2018'",80%,153,"b'Grab Games'","b'Grab Games'","b'Sports'","b'Single-player'","b'Sports (26), VR (11), VR Only (1)'",9,-1 +/- ,-1 +/- ,b''%
b'436820',"b'Waltz of the Wizard'",0.0,"b'May 31, 2016'",98%,900,"b'Aldin Dynamics'","b'Aldin Dynamics'","b'Adventure, Indie, Simulation'","b'Single-player, Co-op, Local Co-op, VR Support'","b'Simulation (43), Adventure (40), Indie (35), VR (34), Free to Play (18), Magic (14), Horror (7), VR Only (1)'",14,-1 +/- ,-1 +/- ,b''%
b'450390',"b'The Lab'",0.0,"b'Apr 5, 2016'",96%,2,"b'Valve'","b'Valve'","b'Free to Play'","b'Single-player, VR Support, SteamVR Collectibles, Steam Leaderboards'","b'Free to Play (135), VR (119), Action (47), Singleplayer (41), First-Person (40), Adventure (28), Casual (18), Funny (18), Sandbox (13), Sci-fi (12), VR Only (1)'",134,-1 +/- ,-1 +/- ,b''%
b'471710',"b'Rec Room'",0.0,"b'Jun 28, 2016'",97%,2,"b'Against Gravity\\xc2\\xae'","b'Against Gravity\\xc2\\xae'","b'Action, Adventure, Casual, Free to Play, Massively Multiplayer, Sports, Early Access'","b'Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, SteamVR Collectibles'","b'Early Access (137), VR (124), Free to Play (88), Multiplayer (86), Sports (79), Co-op (41), Massively Multiplayer (40), Online Co-Op (37), Casual (31), Action (30), Funny (29), Adventure (27), First-Person (15), Simulation (12), VR Only (1)'",234,-1 +/- ,-1 +/- ,b''%
b'518580',"b'Accounting'",0.0,"b'Oct 18, 2016'",95%,1,"b'Crows Crows Crows, Squanchtendo'","b'Crows Crows Crows'","b'Adventure, Indie'","b'Single-player'","b'Adventure (27), Indie (27), VR (15), Comedy (12), Dark Humor (10), Free to Play (9), Horror (7)'",10,-1 +/- ,-1 +/- ,b''%
b'348250',"b'Google Earth VR'",0.0,"b'Nov 16, 2016'",96%,1,"b'Google'","b'Google'","b'Adventure, Casual, Free to Play, Simulation'","b'Single-player, VR Support, SteamVR Collectibles'","b'VR (80), Free to Play (71), Simulation (54), Casual (46), Open World (44), Adventure (38), Exploration (7)'",72,-1 +/- ,-1 +/- ,b''%
b'555880',"b'Sairento VR'",29.99,"b'Feb 6, 2018'",93%,694,"b'Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd'","b'Mixed Realms Pte Ltd'","b'Violent, Gore, Action, Indie, RPG, Strategy'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Cloud'","b'Action (43), VR (41), Gore (38), Violent (37), Indie (34), Strategy (31), Cyberpunk (26), RPG (22), Arcade (13), Bullet Time (13), Horror (12), Robots (11), Zombies (11), Female Protagonist (5)'",25,-1 +/- ,-1 +/- ,b''%
b'646200',"b'Dead Effect 2 VR'",24.99,"b'Oct 3, 2017'",87%,526,"b'BadFly Interactive, a.s.'","b'BadFly Interactive, a.s.'","b'Violent, Gore, Action, Indie, RPG'","b'Single-player, Multi-player, Co-op, Steam Achievements'","b'Action (23), Violent (22), Gore (22), Indie (22), RPG (21), VR (10)'",10,-1 +/- ,-1 +/- ,b''%
b'587430',"b'I Expect You To Die'",24.99,"b'Apr 25, 2017'",92%,340,"b'Schell Games'","b'Schell Games'","b'Indie'","b'Single-player, Steam Achievements, Steam Trading Cards'","b'Indie (25), VR (19), Puzzle (12)'",23,-1 +/- ,-1 +/- ,b''%
b'555160',"b'Pavlov VR'",9.99,"b'Feb 27, 2017'",88%,1,"b'davevillz'","b'davevillz'","b'Violent, Gore, Action, Indie, Early Access'","b'Online Multi-Player'","b'Early Access (33), Action (30), VR (30), Violent (26), Indie (24), Gore (23), FPS (17), Multiplayer (17), Shooter (9)'",77,-1 +/- ,-1 +/- ,b''%
b'746930',"b'OrbusVR'",39.99,"b'Dec 15, 2017'",85%,386,"b'Orbus Online, LLC'","b'Orbus Online, LLC'","b'Indie, Massively Multiplayer, RPG, Early Access'","b'Online Multi-Player, MMO, Steam Achievements'","b'Early Access (35), Massively Multiplayer (31), Indie (27), RPG (27), VR (26)'",76,-1 +/- ,-1 +/- ,b''%
b'489600',"b'The Golf Club VR'",29.99,"b'Feb 24, 2017'",85%,219,"b'HB Studios'","b'HB Studios'","b'Indie, Simulation, Sports'","b'Single-player'","b'Sports (24), Simulation (23), Indie (20), VR (11), Golf (5)'",10,-1 +/- ,-1 +/- ,b''%
b'503580',"b'Duck Season'",19.99,"b'Sep 14, 2017'",86%,325,"b'Stress Level Zero'","b'Stress Level Zero'","b'Action, Adventure, Casual, Indie'","b'Single-player, Steam Achievements, Steam Trading Cards, SteamVR Collectibles'","b'Action (37), Horror (34), Indie (33), Adventure (32), VR (31), Casual (29), Psychological Horror (25)'",10,-1 +/- ,-1 +/- ,b''%
b'412740',"b'Audioshield'",19.99,"b'Apr 5, 2016'",90%,2,"b'Dylan Fitterer'","b'Dylan Fitterer'","b'Indie'","b'Single-player, VR Support, SteamVR Collectibles'","b'Indie (37), VR (31), Music (26), Music-Based Procedural Generation (19), Rhythm (17), VR Only (1)'",49,-1 +/- ,-1 +/- ,b''%
b'327140',"b'Tilt Brush'",19.99,"b'Apr 5, 2016'",97%,238,"b'Google'","b'Google'","b'Design & Illustration'","b'VR Support'","b'Design & Illustration (39), VR (29), Singleplayer (5), Casual (5), Hand-drawn (5)'",74,-1 +/- ,-1 +/- ,b''%
b'436320',"b'Raw Data'",39.99,"b'Oct 5, 2017'",88%,1,"b'Survios'","b'Survios'","b'Action, Indie, Strategy'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, VR Support, SteamVR Collectibles, Steam Cloud'","b'VR (60), Action (53), Indie (42), FPS (41), Multiplayer (39), Co-op (33), Strategy (27), Cyberpunk (20), Singleplayer (9), Robots (8), Horror (6), Sci-fi (5), Atmospheric (5), Survival (5)'",49,-1 +/- ,-1 +/- ,b''%
b'641960',"b'BOXVR'",19.99,"b'Jun 13, 2017'",96%,147,"b'FitXR'","b'FitXR'","b'Action, Casual, Indie, Sports, Early Access'","b'Single-player, Steam Leaderboards'","b'Early Access (37), Sports (33), Indie (31), Casual (20), Action (20), VR (18), Rhythm (11), Music (10), Music-Based Procedural Generation (10), VR Only (1)'",10,-1 +/- ,-1 +/- ,b''%
b'530120',"b'VR The Diner Duo'",14.99,"b'Nov 2, 2016'",97%,277,"b'Whirlybird Games'","b'Whirlybird Games'","b'Casual, Indie, Simulation'","b'Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Partial Controller Support'","b'Indie (24), Simulation (22), Casual (22), VR (17), Local Multiplayer (7)'",8,-1 +/- ,-1 +/- ,b''%
b'486780',"b'Fruit Ninja VR'",14.99,"b'Dec 15, 2016'",89%,400,"b'Halfbrick Studios Pty Ltd'","b'Halfbrick Studios Pty Ltd'","b'Action, Casual, Simulation, Sports'","b'Single-player, Steam Achievements, Stats, Steam Leaderboards'","b'Casual (24), Sports (23), Action (23), Simulation (23), VR (19)'",14,-1 +/- ,-1 +/- ,b''%
b'517160',"b"Richie's Plank Experience"",14.99,"b'Dec 18, 2017'",86%,286,"b'Toast'","b'Toast'","b'Casual, Indie, Simulation'","b'Single-player'","b'Indie (32), Simulation (32), Casual (22), VR (21), Horror (5), VR Only (1)'",86,-1 +/- ,-1 +/- ,b''%
b'586950',"b'The Wizards'",11.99,"b'Jul 28, 2017'",90%,72,"b'Carbon Studio'","b'Carbon Studio'","b'Action, Adventure, Early Access'","b'Single-player, Steam Leaderboards'","b'Early Access (36), Adventure (32), Action (32), VR (19), Fantasy (13), Arcade (10), Action-Adventure (10), VR Only (1)'",6,-1 +/- ,-1 +/- ,b''%
b'605450',"b'In Death'",19.99,"b'Feb 1, 2018'",96%,124,"b'S\\xc3\\xb3lfar Studios'","b'S\\xc3\\xb3lfar Studios'","b'Violent, Action, Indie, Early Access'","b'Single-player'","b'Early Access (25), Indie (22), Violent (22), Action (22), VR (7), VR Only (1)'",15,-1 +/- ,-1 +/- ,b''%
b'520010',"b'Climbey'",9.99,"b'Oct 25, 2016'",95%,470,"b'Brian Lindenhof'","b'ShadowBrain Games'","b'Racing, Simulation, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Online Co-op, Steam Workshop, Includes level editor'","b'Early Access (27), Simulation (24), Racing (23), VR (13), Parkour (8), Multiplayer (5), VR Only (1)'",19,-1 +/- ,-1 +/- ,b''%
b'440630',"b'The Brookhaven Experiment'",19.99,"b'Jul 5, 2016'",87%,661,"b'Phosphor Games'","b'Phosphor Games'","b'Action, Indie'","b'Single-player, Steam Achievements, VR Support'","b'Action (32), Indie (27), VR (23), Horror (22), Shooter (17), Zombies (14), VR Only (1)'",27,-1 +/- ,-1 +/- ,b''%
b'494150',"b'The Thrill of the Fight - VR Boxing'",9.99,"b'Jul 1, 2016'",93%,528,"b'Ian Fitz'","b'Ian Fitz'","b'Action, Sports, Early Access'","b'Single-player'","b'Early Access (29), Sports (26), Action (25), VR (13)'",11,-1 +/- ,-1 +/- ,b''%
b'639130',"b'Ultrawings'",24.99,"b'Jul 20, 2017'",93%,145,"b'Bit Planet Games, LLC'","b'Bit Planet Games, LLC'","b'Adventure, Simulation'","b'Single-player, Full controller support'","b'Simulation (25), Adventure (23), VR (13), Open World (11), Flight (8), VR Only (1)'",2,-1 +/- ,-1 +/- ,b''%
b'467660',"b'Paranormal Activity: The Lost Soul'",39.99,"b'Aug 15, 2017'",80%,319,"b'VRWERX'","b'VRWERX'","b'Violent, Gore, Adventure, RPG'","b'Single-player, Steam Achievements, Full controller support, Steam Cloud'","b'Gore (37), VR (36), Adventure (34), Horror (32), RPG (31), Violent (25), Survival Horror (19), Singleplayer (15), Indie (14), Psychological Horror (5)'",5,-1 +/- ,-1 +/- ,b''%
b'451520',"b'theBlu'",9.99,"b'Apr 5, 2016'",85%,812,"b'Wevr, Inc.'","b'Wevr, Inc.'","b'Adventure, Casual, Indie, Simulation'","b'Single-player'","b'VR (32), Simulation (29), Casual (27), Adventure (25), Indie (25), Underwater (6), VR Only (1)'",28,-1 +/- ,-1 +/- ,b''%
b'454140',"b'First Person Tennis - The Real Tennis Simulator'",19.99,"b'Dec 6, 2016'",92%,81,"b'Mikori Games'","b'Mikori Games'","b'Action, Casual, Indie, Simulation, Sports, Early Access'","b'Single-player, Local Multi-Player, Shared/Split Screen, Full controller support'","b'Early Access (36), Casual (32), Sports (31), Indie (31), Simulation (30), Action (20), VR (19), VR Only (1)'",4,-1 +/- ,-1 +/- ,b''%
b'589200',"b'Dreadhalls'",9.99,"b'Mar 9, 2017'",95%,89,"b'White Door Games'","b'White Door Games'","b'Adventure, Indie'","b'Single-player'","b'Adventure (22), Indie (21), VR (7), Horror (7), VR Only (1)'",2,-1 +/- ,-1 +/- ,b''%
b'726250',"b'Unknightly'",19.99,"b'Nov 30, 2017'",92%,53,"b'Portal Studios'","b'Portal Studios'","b'Casual, Indie, Early Access'","b'Single-player'","b'Early Access (35), Indie (31), VR (25), Casual (21), Stealth (21), Assassin (10), Action (10)'",3,-1 +/- ,-1 +/- ,b''%
b'518720',"b'Overkill VR: Action Shooter FPS'",19.99,"b'Mar 10, 2017'",82%,174,"b'Starloop Studios'","b'Game Troopers'","b'Violent, Action, Simulation'","b'Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats'","b'Action (28), Simulation (23), Violent (22), VR (18), FPS (6), VR Only (1)'",10,-1 +/- ,-1 +/- ,b''%
b'664090',"b'Eternity Warriors VR'",11.99,"b'Sep 17, 2017'",89%,157,"b'Vanimals'","b'Vanimals'","b'Violent, Gore, Action, Adventure, Indie'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards'","b'VR (119), Zombies (103), Post-apocalyptic (89), Violent (60), Action (60), Gore (48), Indie (37), Adventure (36), Multiplayer (30), Singleplayer (30), Online Co-Op (29), Shooter (28), PvE (28), Survival (27), Survival Horror (16), VR Only (1)'",5,-1 +/- ,-1 +/- ,b''%
b'685690',"b"Guns'n'Stories: Bulletproof VR"",8.49,"b'Aug 25, 2017'",96%,190,"b'MIROWIN'","b'MIROWIN'","b'Action, Adventure, Casual, Simulation, Early Access'","b'Single-player'","b'Early Access (36), Casual (32), Action (24), Western (23), Adventure (22), Simulation (21), VR (18), FPS (13), Twin Stick Shooter (12)'",1,-1 +/- ,-1 +/- ,b''%
b'636970',"b'Tales Of Glory'",29.99,"b'May 31, 2017'",90%,85,"b'BlackTale Games'","b'BlackTale Games'","b'Violent, Gore, Action, Simulation, Early Access'","b'Single-player'","b'Early Access (26), Gore (23), Action (23), Violent (23), Simulation (21), VR (9)'",5,-1 +/- ,-1 +/- ,b''%
b'566530',"b'Mass Exodus'",14.99,"b'May 4, 2017'",84%,119,"b'Polymerse'","b'Polymerse'","b'Action, Casual, Indie'","b'Multi-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support'","b'Indie (21), Action (21), Casual (21), VR (8)'",3,-1 +/- ,-1 +/- ,b''%
b'611160',"b'Karnage Chronicles'",24.99,"b'Apr 24, 2017'",90%,118,"b'Nordic Trolls'","b'Nordic Trolls'","b'Action, Adventure, RPG, Early Access'","b'Single-player, Steam Achievements, Steam Cloud'","b'Early Access (62), RPG (56), VR (54), Adventure (47), Action (44), Hack and Slash (32), Action-Adventure (30), Story Rich (21), Action RPG (20)'",4,-1 +/- ,-1 +/- ,b''%
b'269170',"b'Sports Bar VR'",19.99,"b'Jun 1, 2016'",93%,589,"b'Cherry Pop Games, Perilous Orbit'","b'Perilous Orbit'","b'Casual, Indie, Simulation, Sports, Strategy'","b'Single-player, Multi-player, Online Multi-Player, Online Co-op, Steam Cloud'","b'VR (34), Sports (31), Simulation (28), Casual (25), Indie (24), Local Multiplayer (21), Pool (21), Strategy (20), Physics (17), Multiplayer (5)'",6,-1 +/- ,-1 +/- ,b''%
b'270130',"b'The Gallery - Episode 1: Call of the Starseed'",19.99,"b'Apr 5, 2016'",85%,788,"b'Cloudhead Games ltd.'","b'Cloudhead Games ltd.'","b'Adventure, Casual, Indie'","b'Single-player, Steam Achievements, VR Support, SteamVR Collectibles'","b'Adventure (68), Indie (60), VR (57), First-Person (42), Great Soundtrack (37), 1980s (36), Kickstarter (35), Episodic (34), Story Rich (28), Atmospheric (27), Casual (22), Puzzle (15), Singleplayer (7), VR Only (1)'",5,-1 +/- ,-1 +/- ,b''%
b'476700',"b'Island 359'",19.99,"b'Aug 23, 2016'",81%,275,"b'CloudGate Studio, Inc.'","b'CloudGate Studio, Inc.'","b'Action, Adventure, Indie, Early Access'","b'Single-player, SteamVR Collectibles'","b'Early Access (31), Action (28), Adventure (28), Dinosaurs (26), Indie (25), VR (21)'",8,-1 +/- ,-1 +/- ,b''%
b'477270',"b'Lightblade VR'",3.99,"b'May 31, 2016'",84%,459,"b'Andreas Hager Gaming'","b'Andreas Hager Gaming'","b'Action, Indie, Simulation'","b'Single-player'","b'Action (24), Simulation (22), Indie (21), VR (14), Star Wars (5)'",4,-1 +/- ,-1 +/- ,b''%
b'517130',"b'Soundboxing'",7.99,"b'Sep 29, 2016'",91%,411,"b'Maxint LLC'","b'Maxint LLC'","b'Indie'","b'Single-player'","b'Indie (31), VR (16), Rhythm (12), Music (11)'",21,-1 +/- ,-1 +/- ,b''%
b'489380',"b'QuiVr'",19.99,"b'Dec 19, 2016'",93%,358,"b'Blueteak'","b'Alvios, Inc.'","b'Action, Casual, Indie, Simulation, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, SteamVR Collectibles'","b'Early Access (29), Action (26), Simulation (24), Indie (21), Casual (21), VR (20), VR Only (1)'",10,-1 +/- ,-1 +/- ,b''%
b'451840',"b'Out of Ammo'",14.99,"b'Sep 14, 2016'",86%,541,"b'RocketWerkz'","b'RocketWerkz'","b'Action, Indie, Strategy'","b'Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Leaderboards'","b'Action (36), Strategy (33), VR (31), Indie (29), FPS (13), Multiplayer (10), Singleplayer (10), Survival (8), Shooter (5)'",2,-1 +/- ,-1 +/- ,b''%
b'412050',"b'HordeZ'",16.99,"b'Apr 29, 2016'",85%,357,"b'Zenz VR'","b'Zenz VR'","b'Violent, Gore, Action, Indie'","b'Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, VR Support, Stats, Steam Leaderboards'","b'Action (48), Indie (47), FPS (27), Horror (25), VR (25), Shooter (25), Gore (24), On-Rails Shooter (24), Adventure (23), Casual (23), Twin Stick Shooter (23), Sci-fi (23), Atmospheric (23), Zombies (23), Violent (22), Action-Adventure (11), Multiplayer (5)'",37,-1 +/- ,-1 +/- ,b''%
b'457960',"b'Holopoint'",14.99,"b'Apr 4, 2016'",92%,623,"b'Alzan Studios, LLC'","b'Alzan Studios, LLC'","b'Action, Indie, Simulation, Sports'","b'Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards'","b'Sports (23), Action (23), Simulation (23), Indie (22), VR (16)'",5,-1 +/- ,-1 +/- ,b''%
b'457320',"b'HoloBall'",14.99,"b'Apr 25, 2016'",92%,385,"b'TreeFortress Games'","b'TreeFortress Games'","b'Action, Indie, Sports'","b'Single-player, Online Multi-Player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards'","b'Action (23), Sports (22), Indie (21), VR (16)'",4,-1 +/- ,-1 +/- ,b''%
b'698260',"b'Star Shelter'",14.99,"b'Oct 12, 2017'",97%,80,"b'Overflow'","b'Overflow'","b'Action, Adventure, Indie, RPG, Simulation, Early Access'","b'Single-player, Steam Cloud'","b'Early Access (37), Adventure (33), Action (32), Simulation (31), Indie (21), VR (21), RPG (19), Survival (14), Exploration (11), Space (6)'",3,-1 +/- ,-1 +/- ,b''%
b'414120',"b'Modbox'",14.99,"b'Apr 5, 2016'",92%,117,"b'Alientrap'","b'Alientrap'","b'Casual, Indie, Simulation, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Online Co-op, VR Support, Steam Workshop, Steam Leaderboards, Includes level editor'","b'Early Access (56), Simulation (50), Casual (49), Indie (49), Sandbox (41), Physics (36), VR (21), Multiplayer (8)'",8,-1 +/- ,-1 +/- ,b''%
b'408520',"b'FORM'",14.99,"b'Jun 1, 2017'",92%,375,"b'Charm Games'","b'Charm Games'","b'Adventure, Casual, Indie'","b'Single-player, Steam Achievements, Steam Trading Cards'","b'Adventure (24), Casual (22), Indie (22), VR (12), Puzzle (6), VR Only (1)'",4,-1 +/- ,-1 +/- ,b''%
b'512220',"b'Trickster VR: Co-op Dungeon Crawler'",12.99,"b'Aug 12, 2016'",94%,256,"b'Trickster Games'","b'Trickster Games'","b'Action, Adventure, Indie, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op'","b'Early Access (28), Adventure (25), Action (23), VR (22), Indie (20), Dungeon Crawler (16), Procedural Generation (16), Co-op (15), Action RPG (13)'",9,-1 +/- ,-1 +/- ,b''%
b'428080',"b'Racket: Nx'",19.99,"b'Jan 31, 2017'",99%,269,"b'One Hamsa, Waves Audio'","b'Keshet International Gaming'","b'Action, Casual, Indie, Sports, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, SteamVR Collectibles, Steam Leaderboards'","b'Early Access (83), Sports (75), Action (73), Indie (67), VR (62), Space (52), Sci-fi (46), Multiplayer (43), Singleplayer (38), Atmospheric (37), Casual (23), e-sports (17), VR Only (1)'",5,-1 +/- ,-1 +/- ,b''%
b'681390',"b'ZomDay'",9.99,"b'Aug 17, 2017'",91%,250,"b'INTO GAMES'","b'INTO GAMES'","b'Violent, Gore, Action, Indie, RPG, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards'","b'Early Access (42), Violent (38), Gore (36), Action (34), Indie (34), Zombies (33), VR (32), RPG (20), Shooter (15), Blood (15), Fast-Paced (14), Horror (14), Replay Value (13), Bullet Time (13), Arcade (13), Post-apocalyptic (12)'",11,-1 +/- ,-1 +/- ,b''%
b'605830',"b'Organ Quarter'",24.99,"b'Oct 19, 2017'",95%,64,"b'Outer Brain Studios'","b'Outer Brain Studios'","b'Violent, Gore, Action, Adventure, Indie'","b'Single-player'","b'Violent (23), Adventure (22), Action (22), Indie (22), Gore (21), VR (17), Horror (13), Survival Horror (12), Psychological Horror (12), Atmospheric (11), Exploration (10), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'587580',"b'Nature Treks VR'",9.99,"b'May 4, 2017'",88%,107,"b'John Carline'","b'John Carline'","b'Casual, Simulation'","b'Single-player'","b'Casual (21), Simulation (21), VR (7)'",4,-1 +/- ,-1 +/- ,b''%
b'512080',"b'Fancy Skiing VR'",9.99,"b'Aug 9, 2016'",81%,139,"b'\\xe5\\x93\\x88\\xe8\\xa7\\x86\\xe5\\xa5\\x87\\xe7\\xa7\\x91\\xe6\\x8a\\x80'","b'\\xe5\\x93\\x88\\xe8\\xa7\\x86\\xe5\\xa5\\x87\\xe7\\xa7\\x91\\xe6\\x8a\\x80'","b'Adventure, Sports'","b'Single-player'","b'Sports (24), Adventure (22), VR (14)'",57,-1 +/- ,-1 +/- ,b''%
b'708580',"b'The Exorcist: Legion VR'",4.99,"b'Nov 22, 2017'",83%,83,"b'Wolf & Wood Interactive Ltd'","b'LegionVR, LLC'","b'Violent, Gore, Action, Adventure, Casual, Simulation'","b'Single-player, Steam Achievements, In-App Purchases, Steam Cloud'","b'Violent (22), Action (21), Casual (21), Adventure (21), Simulation (21), Gore (21), VR (12), Horror (10)'",4,-1 +/- ,-1 +/- ,b''%
b'503770',"b'Elven Assassin'",9.99,"b'Sep 10, 2016'",90%,195,"b'Wenkly Studio Sp. z o.o.'","b'Wenkly Studio Sp. z o.o.'","b'Action, Adventure, Indie, Simulation, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Stats, Steam Leaderboards'","b'Early Access (25), Action (22), Indie (21), Simulation (21), Adventure (21), VR (20)'",52,-1 +/- ,-1 +/- ,b''%
