Time Recorded,Total Apps,Store Entry Used,,,,,,,,,,,,
12/11/2016 21:40,527,http://store.steampowered.com/search/?tags=21978&vrsupport=401,,,,,,,,,,,,
,,,,,,,,,,,,,,
Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
446750,Portal Stories: VR,0,16-May-16,95%,512,Prism Studios,Prism Studios,Adventure,"Single-player, VR Support","Adventure (27), VR (10), Puzzle (6), VR Only (1)",15,107491 +/- 8561,43389 +/- 5439,40.37%
348250,Google Earth VR,0,16-Nov-16,97%,826,Google,Google,"Adventure, Casual, Free to Play, Simulation","Single-player, VR Support","Free to Play (32), Simulation (30), VR (30), Casual (27), Adventure (25), Open World (7), VR Only (1)",231,156237 +/- 10321,99099 +/- 8220,63.43%
518580,Accounting,0,18-Oct-16,97%,977,"Crows Crows Crows, Squanchtendo",Crows Crows Crows,"Adventure, Indie",Single-player,"Indie (24), Adventure (23), VR (10), Comedy (6), VR Only (1)",51,77315 +/- 7261,46246 +/- 5616,59.82%
471710,Rec Room,0,28-Jun-16,98%,733,Against Gravity,Against Gravity,"Sports, Early Access","Multi-player, Online Multi-Player, Online Co-op, Steam Achievements, Stats, Steam Leaderboards","Early Access (87), VR (79), Sports (56), Multiplayer (52), Co-op (17), Online Co-Op (16), Free to Play (15), VR Only (1)",, , ,%
436820,Waltz of the Wizard,0,31-May-16,99%,515,Aldin Dynamics,Aldin Dynamics,"Adventure, Indie, Simulation","Single-player, VR Support","Simulation (36), Adventure (34), Indie (33), VR (21), Free to Play (10), VR Only (1)",38,123026 +/- 9159,70709 +/- 6944,57.47%
450390,The Lab,0,5-Apr-16,99%,1,Valve,Valve,Free to Play,"Single-player, VR Support, Steam Leaderboards","Free to Play (93), VR (69), Action (29), First-Person (19), Singleplayer (19), Adventure (9), Funny (5), VR Only (1)",260,413181 +/- 16778,245694 +/- 12941,59.46%
465240,Serious Sam VR: The Last Hope,39.99,17-Oct-16,90%,479,Croteam VR,"Devolver Digital, Croteam","Action, Indie, Early Access",Single-player,"Early Access (33), Action (30), Indie (22), VR (18), FPS (9), Gore (7), Shooter (6), VR Only (1)",40,22855 +/- 3948,20355 +/- 3726,89.06%
530120,VR The Diner Duo,12.99,2-Nov-16,97%,101,Whirlybird Games,Whirlybird Games,"Casual, Indie, Simulation","Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Partial Controller Support","Casual (22), Indie (22), Simulation (20), VR (9), VR Only (1)",23,3928 +/- 1636,3571 +/- 1560,90.91%
451520,theBlu,9.99,5-Apr-16,89%,529,"Wevr, Inc.","Wevr, Inc.","Adventure, Casual, Indie, Simulation",Single-player,"Simulation (27), Casual (25), Indie (24), Adventure (23), VR (21), VR Only (1)",60,62495 +/- 6528,61245 +/- 6462,98.00%
440630,The Brookhaven Experiment,19.99,5-Jul-16,88%,454,Phosphor Games,Phosphor Games,"Action, Indie","Single-player, Steam Achievements, VR Support","Action (31), Indie (27), Horror (18), VR (17), Shooter (16), Zombies (11), VR Only (1)",84,47675 +/- 5702,44104 +/- 5484,92.51%
427760,A Chair in a Room : Greenwater,24.99,30-Mar-16,91%,319,Wolf & Wood Interactive Ltd,Wolf & Wood Interactive Ltd,"Adventure, Indie, Simulation","Single-player, VR Support","Adventure (24), Indie (23), Simulation (22), VR (11), Horror (11), VR Only (1)",15,19106 +/- 3609,16427 +/- 3347,85.98%
269170,Pool Nation VR,19.99,1-Jun-16,96%,454,"Cherry Pop Games, Perilous Orbit",Perilous Orbit,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Multi-player, Online Multi-Player, Steam Cloud","VR (30), Sports (30), Simulation (27), Indie (24), Casual (24), Strategy (23), Pool (21), Local Multiplayer (20), Physics (16), VR Only (1)",12,36426 +/- 4984,33390 +/- 4772,91.67%
476700,Island 359,19.99,23-Aug-16,82%,140,"CloudGate Studio, Inc.","CloudGate Studio, Inc.","Action, Adventure, Indie, Early Access",Single-player,"Early Access (28), Action (25), Adventure (25), Indie (23), Dinosaurs (13), VR (12), VR Only (1)",20,6964 +/- 2179,6071 +/- 2034,87.18%
486780,Fruit Ninja VR,14.99,7-Jul-16,93%,192,Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd,"Action, Casual, Simulation, Sports, Early Access","Single-player, Steam Achievements, Stats, Steam Leaderboards","Early Access (26), Action (23), Casual (23), Sports (22), Simulation (22), VR (12), VR Only (1)",44,24284 +/- 4069,23391 +/- 3994,96.32%
451840,Out of Ammo,19.99,14-Sep-16,93%,460,RocketWerkz,RocketWerkz,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Leaderboards","Action (32), Strategy (29), Indie (26), VR (19), FPS (8), Singleplayer (5), VR Only (1)",31,19641 +/- 3660,18570 +/- 3558,94.55%
457960,Holopoint,14.99,4-Apr-16,94%,506,"Alzan Studios, LLC","Alzan Studios, LLC","Action, Indie, Simulation, Sports","Single-player, Full controller support","Simulation (23), Sports (23), Action (23), Indie (22), VR (14), VR Only (1)",22,41247 +/- 5303,39283 +/- 5176,95.24%
517160,Richie's Plank Experience,7.99,19-Sep-16,92%,116,Toast,Toast,"Casual, Indie, Simulation, Early Access",Single-player,"Early Access (35), Indie (31), Simulation (30), Casual (21), VR (17), VR Only (1)",26,11963 +/- 2856,11249 +/- 2769,94.03%
521950,Bullet Sorrow VR,19.99,30-Nov-16,95%,85,VikingVRStudio,VikingVRStudio,"Violent, Action, Early Access","Single-player, Steam Leaderboards","Early Access (25), Action (22), Violent (20), VR (9), VR Only (1)",23,3393 +/- 1521,2321 +/- 1258,68.41%
489600,The Golf Club VR,24.99,19-Oct-16,91%,97,HB Studios,HB Studios,"Indie, Simulation, Sports, Early Access",Single-player,"Early Access (25), Sports (22), Simulation (22), Indie (20), VR (8), VR Only (1)",13,3214 +/- 1480,2857 +/- 1395,88.89%
534000,Fast Action Hero,11.99,3-Oct-16,96%,53,Sirius Sam,RL Agency,"Violent, Action, Casual, Indie, Strategy, Early Access","Single-player, Stats","Early Access (48), Action (43), Indie (32), First-Person (23), Shooter (23), VR (23), Realistic (22), Movie (21), Casual (21), Action-Adventure (21), Violent (21), Strategy (19), FPS (12), VR Only (1)",4,1964 +/- 1157,1607 +/- 1046,81.82%
520010,Climbey,9.99,25-Oct-16,97%,190,Brian Lindenhof,ShadowBrain Games,"Racing, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, Steam Workshop, Includes level editor","Early Access (24), Racing (21), Simulation (21), VR (6), VR Only (1)",38,5535 +/- 1943,5178 +/- 1879,93.55%
494150,The Thrill of the Fight - VR Boxing,9.99,1-Jul-16,90%,152,Ian Fitz,Ian Fitz,"Action, Sports, Early Access",Single-player,"Early Access (27), Action (24), Sports (24), VR (10), VR Only (1)",13,10356 +/- 2657,9821 +/- 2588,94.83%
485780,SoundStage,9.99,6-Jul-16,98%,152,Hard Light Labs,Hard Light Labs,"Indie, Early Access",Single-player,"Early Access (24), Indie (21), VR (16), Music (11), VR Only (1)",6,11606 +/- 2813,10535 +/- 2680,90.77%
512220,Trickster VR - Procedural Dungeon Crawler,9.99,12-Aug-16,92%,103,Trickster Games,Trickster Games,"Action, Adventure, Early Access",Single-player,"Early Access (25), Adventure (22), Action (21), Dungeon Crawler (11), Procedural Generation (11), Action RPG (11), VR (10), VR Only (1)",7,5178 +/- 1879,4464 +/- 1744,86.21%
488760,Left-Hand Path,24.99,20-Jun-16,84%,66,Strange Company,Strange Company,"Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements","Early Access (25), Adventure (22), Indie (21), RPG (20), Horror (12), Dark (11), Magic (11), Female Protagonist (10), Dark Fantasy (10), VR (8), VR Only (1)",1,2500 +/- 1305,1964 +/- 1157,78.56%
488310,Eleven: Table Tennis VR,9.99,22-Sep-16,92%,312,For Fun Labs,For Fun Labs,"Casual, Simulation, Sports","Single-player, Online Multi-Player","Sports (23), Simulation (22), Casual (21), VR (9), VR Only (1)",20,11428 +/- 2791,10356 +/- 2657,90.62%
503770,Elven Assassin,7.99,10-Sep-16,81%,53,Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Stats, Steam Leaderboards","Early Access (24), Action (21), Indie (21), Simulation (21), Adventure (21), VR (12), VR Only (1)",3,1964 +/- 1157,1607 +/- 1046,81.82%
412050,HordeZ,19.99,29-Apr-16,89%,325,Zenz VR,Zenz VR,"Violent, Gore, Action, Indie","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, VR Support, Stats, Steam Leaderboards","Action (45), Indie (45), FPS (25), Shooter (22), Horror (22), Twin Stick Shooter (21), On-Rails Shooter (21), Sci-fi (21), Adventure (21), Atmospheric (21), Casual (21), Gore (20), Violent (20), Zombies (17), VR (16), Action-Adventure (10), VR Only (1)",28,18927 +/- 3592,18213 +/- 3524,96.23%
531270,The Art of Fight | 4vs4 Fast-Paced FPS,17.99,7-Oct-16,81%,180,Raptor-Lab,Raptor-Lab,"Action, Indie, Early Access","Multi-player, Online Multi-Player, Co-op, Online Co-op","Early Access (25), Action (22), Indie (22), VR (8), FPS (5), VR Only (1)",11,4642 +/- 1779,3928 +/- 1636,84.62%
425720,Cloudlands : VR Minigolf,19.99,5-Apr-16,81%,184,Futuretown,Futuretown,"Casual, Sports","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, VR Support, Steam Workshop, Steam Leaderboards, Includes level editor","Sports (22), Casual (21), VR (10), Mini Golf (7), VR Only (1)",17,18391 +/- 3541,16606 +/- 3365,90.29%
477270,Lightblade VR,3.99,31-May-16,85%,281,Andreas Hager Gaming,Andreas Hager Gaming,"Action, Indie, Simulation",Single-player,"Action (22), Simulation (22), Indie (21), VR (12), VR Only (1)",12,26962 +/- 4288,25712 +/- 4187,95.36%
380670,Final Approach,14.99,4-Apr-16,94%,241,Phaser Lock Interactive,Phaser Lock Interactive,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, VR Support, Steam Cloud, Steam Leaderboards","Casual (25), VR (25), Strategy (24), Simulation (24), Action (23), Indie (23), VR Only (1)",6,40532 +/- 5257,20177 +/- 3709,49.78%
505700,Anyland,11.99,6-Oct-16,98%,93,"Scott Lowe, Philipp Lenssen","Scott Lowe, Philipp Lenssen","Adventure, Casual, Indie, Massively Multiplayer","Single-player, Multi-player, Online Multi-Player, MMO, Includes level editor","Casual (22), Massively Multiplayer (21), Adventure (21), Indie (21), VR (15), VR Only (1)",13,1071 +/- 854,1071 +/- 854,100.00%
459010,Ghost Town Mine Ride & Shootin' Gallery,8.99,28-Oct-16,93%,157,Spectral Illusions,Spectral Illusions,"Action, Indie",Single-player,"Indie (22), Action (21), VR (14), Horror (12), Atmospheric (12), Western (11), First-Person (11), Singleplayer (11), Shoot 'Em Up (11), VR Only (1)",6,5535 +/- 1943,4107 +/- 1673,74.20%
500500,Simple VR Video Player,7.99,19-Jul-16,84%,145,simplevr.pro,simplevr.pro,"Utilities, Video Production",,"VR (32), Utilities (24), Video Production (23), VR Only (1)",28,11963 +/- 2856,11606 +/- 2813,97.02%
527160,Cmoar VR Cinema,9.99,29-Sep-16,84%,64,Cmoar Studio,Cmoar Studio,Simulation,"Single-player, Full controller support","VR (23), Simulation (21), Utilities (20), Video Production (11), VR Only (1)",10,5000 +/- 1846,4464 +/- 1744,89.28%
517130,Soundboxing,7.99,29-Sep-16,91%,72,Maxint LLC,Maxint LLC,Indie,Single-player,"Indie (31), VR (17), Rhythm (12), Music (11), VR Only (1)",11,1428 +/- 987,1428 +/- 987,100.00%
494830,ViveSpray,6.99,25-Nov-16,88%,54,ciwolsey,ciwolsey,"Casual, Indie, Simulation",Single-player,"Simulation (22), Indie (21), Casual (20), VR (7), VR Only (1)",2,3750 +/- 1599,3214 +/- 1480,85.71%
433600,A Legend of Luca,19.99,5-Apr-16,84%,116,Legend Studio,Legend Studio,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, VR Support, Steam Workshop, Steam Cloud","Action (26), Adventure (23), Indie (22), VR (17), Rogue-lite (15), FPS (13), Replay Value (12), Great Soundtrack (12), Exploration (12), Rogue-like (11), Shooter (11), Shoot 'Em Up (8), Bullet Hell (7), VR Only (1)",5,10356 +/- 2657,8035 +/- 2341,77.59%
420840,BLARP!,2.99,4-Apr-16,96%,142,Isaac Cohen,Isaac Cohen,"Casual, Indie","Single-player, VR Support","Indie (21), Casual (20), VR (6), VR Only (1)",3,6428 +/- 2093,5178 +/- 1879,80.55%
436490,Firebird - La Peri,9.99,19-Aug-16,82%,128,Innerspace VR,Innerspace VR,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, VR Support","Indie (22), Adventure (22), VR (7), VR Only (1)",2,5178 +/- 1879,4464 +/- 1744,86.21%
499620,Ultimate Booster Experience,4.99,14-Jul-16,84%,77,GexagonVR,GexagonVR,"Action, Adventure, Casual, Simulation","Single-player, Full controller support","Simulation (31), Casual (21), Action (21), Adventure (21), VR (20), Horror (10), Indie (10), VR Only (1)",9,8035 +/- 2341,7857 +/- 2314,97.78%
270130,The Gallery - Episode 1: Call of the Starseed,19.99,5-Apr-16,85%,561,Cloudhead Games ltd.,Cloudhead Games ltd.,"Adventure, Indie","Single-player, Steam Achievements, VR Support","Adventure (55), Indie (49), VR (44), First-Person (30), Episodic (30), 1980s (25), Great Soundtrack (25), Kickstarter (23), Story Rich (13), Atmospheric (13), VR Only (1)",44,65352 +/- 6675,47675 +/- 5702,72.95%
414120,Modbox,19.99,5-Apr-16,91%,58,Alientrap,Alientrap,"Casual, Indie, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, VR Support, Steam Workshop, Steam Leaderboards, Includes level editor","Early Access (54), Indie (49), Casual (49), Simulation (49), Sandbox (37), Physics (34), VR (14), Multiplayer (7), VR Only (1)",9,28391 +/- 4400,7499 +/- 2261,26.41%
435490,Pierhead Arcade,9.99,21-Sep-16,94%,129,Mechabit Ltd,Mechabit Ltd,"Casual, Indie, Simulation","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, VR Support, Steam Cloud, Steam Leaderboards","Simulation (33), Indie (32), Casual (32), VR (24), Sandbox (12), VR Only (1)",5,5714 +/- 1974,5535 +/- 1943,96.87%
457320,HoloBall,14.99,25-Apr-16,93%,322,TreeFortress Games,TreeFortress Games,"Action, Indie, Sports","Single-player, Shared/Split Screen, Steam Cloud, Steam Leaderboards","Action (23), Sports (22), Indie (21), VR (12), VR Only (1)",6,20177 +/- 3709,18927 +/- 3592,93.80%
496250,Paddle Up,9.99,24-Aug-16,92%,171,Pavel Jamal,Pavel Jamal,"Indie, Sports, Early Access","Single-player, Multi-player, Online Multi-Player, Steam Achievements","Early Access (26), Sports (23), Indie (21), VR (20), VR Only (1)",4,4285 +/- 1709,3750 +/- 1599,87.51%
488950,Werewolves Within,29.99,6-Dec-16,100%,10,Ubisoft,Ubisoft,"Casual, RPG, Simulation, Strategy",Multi-player,"RPG (21), Simulation (21), Strategy (21), Casual (21), VR (7), VR Only (1)",12,1428 +/- 987, ,%
451010,Kittypocalypse,19.99,15-Aug-16,95%,62,Bolverk Games,Bolverk Games,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, VR Support","Strategy (32), Indie (22), Action (22), Casual (22), Tower Defense (14), VR (12), VR Only (1)",10,3571 +/- 1560,3035 +/- 1438,84.99%
517670,Cowbots and Aliens,19.99,7-Nov-16,94%,51,Wizard Games Inc,Wizard Games Inc,"Action, Adventure, Casual, Indie, Early Access","Multi-player, Online Multi-Player","Early Access (25), VR (22), Casual (21), Adventure (21), Action (21), Indie (21), FPS (11), Shooter (10), VR Only (1)",2,800 +/- 903,533 +/- 737,66.63%
494810,VR: Vacate the Room,4.99,15-Jul-16,92%,134,Heiko Ihde,Heiko Ihde,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards","Adventure (33), Indie (31), Puzzle (17), Singleplayer (15), VR (14), Short (11), Philisophical (11), Horror (9), VR Only (1)",7,8928 +/- 2467,7499 +/- 2261,83.99%
446620,Zombie Training Simulator,19.99,15-Apr-16,95%,187,"Acceleroto, Inc.","Acceleroto, Inc.",Action,"Single-player, Steam Leaderboards","Action (25), VR (10), Zombies (8), VR Only (1)",101,43568 +/- 5451,33747 +/- 4797,77.46%
492710,VR Ping Pong,9.99,13-Sep-16,87%,74,Reddoll Srl,"IV Productions, Merge Games","Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Trading Cards","Sports (22), Simulation (21), Indie (21), Casual (20), VR (11), VR Only (1)",5,3393 +/- 1521,2857 +/- 1395,84.20%
464000,Arcade Saga,29.99,8-Dec-16,80%,15,2 Bears Studio,Vive Studios,"Action, Casual, Sports","Single-player, Steam Achievements, Stats, Steam Leaderboards","Sports (21), Casual (21), Action (21), VR (6), VR Only (1)",14,535 +/- 1046, ,%
484870,Battle Dome,14.99,8-Jun-16,93%,417,QuinnTeq,QuinnTeq,"Action, Early Access","Single-player, Multi-player, Co-op","Early Access (27), Action (24), VR (21), FPS (8), Multiplayer (6), VR Only (1)",6,11785 +/- 2835,10356 +/- 2657,87.87%
429830,Unseen Diplomacy,2.99,4-Apr-16,93%,116,Triangular Pixels,Triangular Pixels,"Action, Indie, Simulation","Single-player, VR Support","Action (24), Simulation (24), Indie (23), VR (16), VR Only (1)",3,10356 +/- 2657,7321 +/- 2234,70.69%
473910,The Nest,9.99,14-Jun-16,81%,132,invrse studios,invrse studios,"Action, Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Leaderboards","Early Access (25), Indie (22), Action (21), Simulation (20), VR (13), VR Only (1)",6,10356 +/- 2657,9821 +/- 2588,94.83%
410570,Gunjack,9.99,5-Apr-16,82%,109,CCP,CCP,"Action, Casual","Single-player, Steam Achievements, VR Support, Partial Controller Support, Steam Leaderboards","Action (23), Casual (21), VR (10), VR Only (1)",14,12856 +/- 2961,10178 +/- 2634,79.17%
436220,A-10 VR,4.99,5-Apr-16,95%,117,Futuretown,Futuretown,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, VR Support","Action (22), Indie (21), VR (7), VR Only (1)",11,9642 +/- 2564,7678 +/- 2288,79.63%
463290,Kismet,6.99,2-May-16,91%,80,Psyop,Psyop,"Casual, Indie","Single-player, Partial Controller Support","VR (38), Indie (32), Casual (22), Atmospheric (10), VR Only (1)",1,4285 +/- 1709,3750 +/- 1599,87.51%
490840,Gnomes & Goblins (preview),0,8-Sep-16,97%,297,"Wevr, Inc.","Wevr, Inc., Reality One","Adventure, Casual, Indie",Single-player,"Adventure (23), Casual (21), Indie (21), VR (7), VR Only (1)",14, , ,%
497820,Quanero VR,0,12-Aug-16,94%,177,Laserboys3000,Laserboys3000,Free to Play,"Single-player, Full controller support","Free to Play (33), VR (13), Cyberpunk (7), VR Only (1)",8,72316 +/- 7022,30355 +/- 4550,41.98%
501180,Acan's Call: Act 1,0,11-Aug-16,89%,150,Cyberith GmbH,Cyberith GmbH,"Action, Adventure, RPG",Single-player,"Adventure (25), Action (23), RPG (23), VR (9), VR Only (1)",5,45711 +/- 5583,17141 +/- 3419,37.50%
477130,Surge,0,24-May-16,95%,147,House of Secrets,House of Secrets,Indie,Single-player,"Indie (22), VR (9), VR Only (1)",2,70887 +/- 6952,29105 +/- 4455,41.06%
482390,The Night Cafe: A VR Tribute to Vincent Van Gogh,0,3-Jun-16,95%,124,Borrowed Light Studios,Borrowed Light Studios,"Casual, Indie","Single-player, Full controller support","Casual (22), Indie (22), VR (8), VR Only (1)",3,61781 +/- 6491,24462 +/- 4084,39.59%
503340,Dig 4 Destruction,11.99,14-Aug-16,95%,91,"COLOPL, Inc.","COLOPL, Inc.","Action, Casual, Massively Multiplayer","Single-player, Multi-player, Online Multi-Player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Action (21), Casual (21), Massively Multiplayer (21), VR (11), VR Only (1)",17,4642 +/- 1779,3928 +/- 1636,84.62%
427240,Cosmic Trip,19.99,8-Jun-16,90%,238,Funktronic Labs,Funktronic Labs,"Action, Adventure, Strategy, Early Access","Single-player, Steam Achievements, VR Support","Early Access (26), Action (23), Strategy (23), Adventure (23), VR (13), VR Only (1)",7,13749 +/- 3062,11428 +/- 2791,83.12%
434430,Abbot's Book Demo,0,4-Apr-16,94%,99,"The Abbot's Book, LLC","Blackthorn Media, LLC","Adventure, Free to Play, Indie, RPG","Single-player, VR Support","Adventure (24), Free to Play (21), Indie (21), RPG (20), VR (7), Horror (5), VR Only (1)",2,82136 +/- 7484,21605 +/- 3838,26.30%
516590,CyberThreat,14.99,18-Aug-16,91%,59,Enigmatic,Enigmatic,"Action, Early Access",Single-player,"Early Access (38), Action (34), VR (31), Open World (23), FPS (23), Bullet Time (22), Cyberpunk (22), Indie (22), Robots (22), Sci-fi (22), Shoot 'Em Up (21), Sandbox (21), Shooter (13), Flight (10), VR Only (1)",3,1071 +/- 854,806 +/- 910,75.26%
460850,Allumette,0,13-Oct-16,95%,223,Penrose Studios,Penrose Studios,"Casual, Indie","Single-player, Partial Controller Support","Casual (21), Indie (21), VR (15), VR Only (1)",4,35354 +/- 4910,12499 +/- 2919,35.35%
446770,Skeet: VR Target Shooting,0,5-Apr-16,81%,88,Flatbox Studios,Flatbox Studios LLC,"Action, Simulation","Single-player, Steam Achievements","Simulation (24), Action (24), VR (7), VR Only (1)",11,83922 +/- 7565,40711 +/- 5269,48.51%
411820,The FOO Show featuring Will Smith,0,5-Apr-16,97%,116,"FOO VR, Inc.","FOO VR, Inc.","Simulation, Early Access",Single-player,"Early Access (24), Simulation (21), VR (11), VR Only (1)",1,59995 +/- 6396,16606 +/- 3365,27.68%
394130,Water Bears VR,9.99,27-Jan-16,92%,111,Schell Games,Schell Games,"Casual, Indie","Single-player, Steam Achievements, VR Support","Indie (26), Casual (26), VR (10), Puzzle (6), Cute (5), VR Only (1)",3,54817 +/- 6114,10892 +/- 2725,19.87%
343730,Irrational Exuberance: Prologue,0,5-Apr-16,95%,259,Buffalo Vision,Buffalo Vision,"Adventure, Casual, Free to Play, Indie","Single-player, VR Support","Adventure (23), Casual (23), Indie (22), Free to Play (21), VR (7), VR Only (1)",6,99099 +/- 8220,46246 +/- 5616,46.67%
396060,The Rose and I,0,5-Apr-16,88%,128,"Eugene Chung, Jimmy Maidens, Terry Kaleas",Penrose Studios,"Casual, Indie","Single-player, Full controller support, VR Support","Casual (22), Indie (22), VR (6), VR Only (1)",1,83565 +/- 7548,21963 +/- 3870,26.28%
381940,Trials on Tatooine,0,18-Jul-16,84%,735,ILMxLAB,ILMxLAB,Action,"Single-player, VR Support","Action (26), VR (16), Free to Play (9), Star Wars (9), VR Only (1)",25,133918 +/- 9555,83029 +/- 7524,62.00%
529670,The Bellows: VR Demo,0,13-Sep-16,86%,68,"castlesteps, Evan Davis, Bryce Davis, Gehrig Gosslin",castlesteps,"Adventure, Free to Play, Indie",Single-player,"Adventure (22), Indie (22), Free to Play (22), VR (7), Horror (5), VR Only (1)",6,35176 +/- 4898,15892 +/- 3292,45.18%
529150,Lazerbait,0,13-Oct-16,100%,98,Taylor Stapleton,Taylor Stapleton,"Indie, Strategy","Single-player, Steam Achievements, Stats, Steam Leaderboards","Strategy (32), Indie (31), VR (13), Arcade (11), RTS (10), VR Only (1)",12,20891 +/- 3774,6071 +/- 2034,29.06%
452490,The Cubicle.,0,5-Apr-16,89%,341,"Roel van Beek, Jurgen Hoogeboom, Joppe de Graaf, Jesper van den Ende",Jespertheend,"Action, Adventure, Casual, Free to Play, Indie, Simulation","Single-player, VR Support","Free to Play (50), Horror (34), Simulation (32), VR (31), Adventure (30), Indie (29), Action (28), Casual (25), VR Only (1)",6,125347 +/- 9245,70173 +/- 6917,55.98%
